Wild Arms: Twilight Venom, 347
Binzume Yousei, 348
Bannou Bunka Neko-Musume DASH!, 374
Bannou Bunka Neko-Musume (1998), 375
Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer, 376
eX-Driver, 377
eX-Driver the Movie, 378
Heppoko Jikken Animation Excel♥Saga, 379
Fushigi Yuugi OVA, 380
Fushigi Yuugi: Dai Ni Bu, 381
Futari Ecchi, 382
Galaxy Angel, 383
Gantz, 384
Gilgamesh, 385
H2, 386
Haibane Renmei, 387
Capeta, 388
Karas, 389
Suzuka, 390
Tales of Phantasia The Animation, 391
Yuu☆Yuu☆Hakusho, 392
Escaflowne, 393
Ai Yori Aoshi: Enishi, 394
Gantz 2nd Stage, 395
Seikai no Senki, 396
Seikai no Senki II, 397
Seikai no Senki III, 398
.hack//Gift, 454
Fantastic Children, 455
Gokujou Seitokai, 456
Mushishi, 457
Buttobi!! CPU, 458
One Piece Movie 01, 459
One Piece Movie 02: Nejimaki-jima no Daibouken, 460
One Piece Movie 03: Chinjuu-jima no Chopper Oukoku, 461
One Piece Movie 04: Dead End no Bouken, 462
One Piece Movie 05: Norowareta Seiken, 463
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima, 464
One Piece Movie 07: Karakuri-jou no Mecha Kyohei, 465
One Piece: Taose! Kaizoku Ganzack, 466
Koukaku Kidoutai: Stand Alone Complex, 467
Innocence, 468
Karin, 469
Okusama wa Joshikousei (TV), 470
To Heart 2, 471
To Heart, 472
Tide-Line Blue, 473
Macross Plus, 474
Hotori: Tada Saiwai wo Koinegau, 475
Ginban Kaleidoscope, 476
Aria the Animation, 477
Sousei no Aquarion, 478
Sensei no Ojikan: Dokidoki School Hours, 533
Slayers, 534
Slayers Next, 535
Slayers: The Motion Picture, 536
Tekken, 537
Shin Tenchi Muyou!, 538
Tenchi Muyou! Ryououki, 539
Tenchi Muyou! Ryououki 2nd Season, 540
Tenchi Muyou! Ryououki 3rd Season, 541
Vampire Hunter D (2000), 543
Venus Senki, 544
Mousou Kagaku Series: Wandaba Style, 545
Wind: A Breath of Heart (TV), 546
Wind: A Breath of Heart OVA, 547
Wonderful Days, 548
Yu☆Gi☆Oh!, 550
Grappler Baki: Saidai Tournament-hen, 551
Digimon Adventure, 552
Yami no Matsuei, 553
Koutetsu Tenshi Kurumi, 554
Koutetsu Tenshi Kurumi 2, 555
Koutetsu Tenshi Kurumi Zero, 556
Koutetsu Tenshi Kurumi Encore, 557
Major S2, 558
RahXephon: Kansoukyoku/Kanojo to Kanojo Jishin to - Thatness and Thereness, 559
Hanbun no Tsuki ga Noboru Sora, 587
Itsudatte My Santa!, 588
Ginga Nagareboshi Gin, 589
Kage kara Mamoru!, 590
Amaenaide yo!!, 591
PopoloCrois, 592
Mugen no Ryvius, 593
Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!, 594
X OVA, 595
Chobits: Chibits, 596
Neko no Ongaeshi, 597
Jinzou Ningen Kikaider The Animation, 598
Yuugen Kaisha, 599
Legend of Duo, 600
Nekojiru-sou, 601
KO Seiki Beast Sanjuushi, 602
Futari wa Precure, 603
Mahou no Stage Fancy Lala, 604
Tenshi ni Narumon!, 605
Kazemakase Tsukikage Ran, 606
Otogi Juushi Akazukin, 607
Sakura Taisen: Katsudou Shashin, 608
Saishuu Heiki Kanojo: Another Love Song, 609
Popotan, 610
Platonic Chain, 611
Lamune, 670
Lemon Angel Project, 671
Mai-HiME Specials, 673
One: Kagayaku Kisetsu e, 675
Refrain Blue, 676
Sentimental Journey, 677
Shadow Skill: Eigi, 678
Shadow Skill (1996), 679
Tenbatsu Angel Rabbie☆, 681
Otogi Story Tenshi no Shippo, 682
Otogi Story Tenshi no Shippo Specials, 683
Tenshi no Shippo Chu!, 684
To Heart: Remember My Memories, 685
To Heart: Remember My Memories Specials, 686
Tokyo Mew Mew, 687
Uta∽Kata, 688
Uta∽Kata: Shotou no Futanatsu, 689
Kyuuketsuhime Miyu (TV), 690
Yawara!, 691
Dousou Kai, 692
Burn Up Scramble, 693
Canvas 2: Nijiiro no Sketch, 694
Canvas: Sepia-iro no Motif, 695
Tenchi Muyou!, 696
Kanon Kazahana, 704
Keiraku no Houteishiki Level-C, 736
MÄR, 738
Bishoujo Senshi Sailor Moon R, 740
Sensitive Pornograph, 741
Umi ga Kikoeru, 743
Trouble Chocolate, 744
Papa to Kiss in the Dark, 746
Haru wo Daite Ita, 747
True Love Story, 748
Nanami-chan, 749
Binchou-tan, 750
Bomberman Jetters, 751
Osakana wa Ami no Naka, 752
Chijoku Shinsatsushitsu, 753
Yuki no Joou (TV), 754
Boku no Sexual Harassment, 755
School Days ONA, 756
Kaze wo Mita Shounen, 757
RahXephon: Tagen Hensoukyoku, 758
Tokyo Godfathers, 759
Tenjou Tenge: The Past Chapter, 760
Naruto: Akaki Yotsuba no Clover wo Sagase, 761
Bleach: Memories in the Rain, 762
Zoids, 763
Zoids Shinseiki/Zero, 764
Yomigaeru Sora: Rescue Wings, 798
Kokoro Toshokan, 799
NieA Under 7, 800
Koukaku Kidoutai: Stand Alone Complex 2nd GIG, 801
Tsubasa Chronicle: Tori Kago no Kuni no Himegimi, 807
Bakuretsu Hunters OVA, 808
Android Ana Maico 2010, 810
I''s Pure, 811
Chikyuu Shoujo Arjuna, 812
Dragon Ball Z, 813
Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri, 814
Tennis no Oujisama Movie 1: Futari no Samurai - The First Game, 815
Nanako Kaitai Shinsho, 816
Tactical Roar, 817
Sakura Tsuushin, 818
Boku wa Imouto ni Koi wo Suru, 819
Ginga Eiyuu Densetsu, 820
Initial D Battle Stage, 821
Initial D Extra Stage, 822
Virgin Night, 823
Guardian Hearts, 824
King of Fighters: Another Day, 825
Uba, 827
Jinshin Yuugi, 828
Sexfriend, 830
Tenshi no Tamago, 885
Amaenaide yo!! Katsu!!, 886
Megami Kouhosei Special Curriculum, 887
Megami Kouhosei, 888
Black Lagoon, 889
Yuusha-Ou GaoGaiGar, 890
Dragon Ball Movie 2: Majinjou no Nemurihime, 891
Dragon Ball Movie 3: Makafushigi Daibouken, 892
Dragon Ball Movie 4: Saikyou e no Michi, 893
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!, 894
Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu, 895
Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen, 896
Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu, 897
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou, 898
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi, 899
Dragon Ball Z Movie 07: Kyokugen Battle!! Sandai Super Saiyajin, 900
Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen, 901
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu, 902
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai, 903
Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da, 904
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta, 905
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru, 906
Princess Princess, 907
Fullmetal Alchemist: Premium Collection, 908
Geneshaft, 909
Shin Getter Robo tai Neo Getter Robo, 938
Inukami!, 940
Renkin San-kyuu Magical? Pokaan, 941
Nishi no Yoki Majo: Astraea Testament, 942
Yume Tsukai, 943
The Third: Aoi Hitomi no Shoujo, 944
Top wo Nerae! Gunbuster, 949
Street Fighter Alpha: Generations, 950
Chibi Maruko-chan, 951
Magical Nyan Nyan Taruto, 952
Juu Ou Sei, 953
Daikuu Maryuu Gaiking, 956
Saiunkoku Monogatari, 957
Heat Guy J, 958
Shin Chou Kyou Ryo: Condor Hero, 959
Shin Chou Kyou Ryo: Condor Hero II, 960
Virtua Fighter, 961
Aria the Natural, 962
Love Hina: Motoko no Sentaku, Koi ka Ken... "Naku na", 963
Hit wo Nerae!, 964
Yoshinaga-sanchi no Gargoyle, 965
Crayon Shin-chan, 966
Hokuto no Ken, 967
Kakutou Bijin Wulong: Rebirth, 968
Tsubasa Chronicle 2nd Season, 969
Honoo no Mirage: Minagiwa no Hangyakusha, 1020
Kaikan Phrase, 1021
Generator Gawl, 1022
Wolf's Rain OVA, 1023
Weiß Kreuz OVA, 1024
Kachou Ouji, 1025
Yakumotatsu, 1026
Psychic Force, 1027
Arete Hime, 1028
Omoide Poroporo, 1029
Heisei Tanuki Gassen Ponpoko, 1030
Hanare Toride no Yonna, 1031
Kumo no You ni Kaze no You ni, 1032
Sennen Joyuu, 1033
Ouritsu Uchuugun: Honneamise no Tsubasa, 1034
Patalliro Saiyuuki!, 1035
Kashou no Tsuki: Aki Kyougen, 1036
Saint Beast: Seijuu Kourin-hen, 1037
Mizuiro, 1038
Mizuiro (2003), 1039
Mizuiro Jidai, 1040
Zetsuai 1989, 1041
Bronze: Zetsuai Since 1989, 1042
Tokyo Babylon, 1043
Taiyou no Ouji: Horus no Daibouken, 1044
Soreyuke! Uchuu Senkan Yamamoto Youko, 1100
Tenchi Muyou! Manatsu no Eve, 1101
Urda, 1102
Shinkon Gattai Godannar!!, 1103
Shinkon Gattai Godannar!! 2nd Season, 1104
Digital Juice, 1105
Eikyuu Kazoku, 1106
Youjuu Toshi, 1107
Senkaiden Houshin Engi, 1108
Monster Extra: Hottan, 1109
Mermaid Melody Pichi Pichi Pitch Pure, 1110
Vandread: Gekitou-hen, 1111
Vandread: Taidou-hen, 1112
One: Kagayaku Kisetsu e - True Stories, 1113
Handsome Girl, 1115
Junkers Come Here, 1116
Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan, 1117
Pokemon Movie 03: Kesshoutou no Teiou Entei, 1118
Pokemon Movie 04: Celebi Toki wo Koeta Deai, 1119
Pokemon Movie 05: Mizu no Miyako no Mamorigami Latias to Latios, 1120
Pokemon Movie 06: Nanayo no Negaiboshi Jirachi, 1121
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys, 1122
Bouken Ou Beet Excellion, 1123
Seikai no Danshou: Tanjou, 1124
Figure 17: Tsubasa & Hikaru, 1126
Mother: Saigo no Shoujo Eve, 1154
Melty Lancer, 1155
I: Wish You Were Here, 1156
Final Fantasy: Unlimited, 1157
Geobreeders: File-X Chibi Neko Dakkan, 1158
Geobreeders 2: Mouryou Yuugekitai File-XX Ransen Toppa, 1159
Gundress, 1160
Maze☆Bakunetsu Jikuu (TV), 1161
Maze☆Bakunetsu Jikuu, 1162
Neo Ranga, 1163
Mahou Senshi Louie, 1164
Sakura Taisen: Ouka Kenran, 1165
Sakura Taisen: Gouka Kenran, 1166
Samurai Gun, 1167
Musekinin Kanchou Tylor OVA, 1168
Green Legend Ran, 1169
Slayers Specials, 1170
Slayers Excellent, 1171
Slayers Try, 1172
Munto, 1174
Metal Fighter Miku, 1175
Unkai no Meikyuu Zeguy, 1176
Alien 9, 1177
Detonator Orgun, 1178
Gakuen Senki Muryou, 1179
Hand Maid Mai, 1234
Ichitaka no Mousou Nikki, 1235
SF Saiyuuki Starzinger, 1236
One Piece: Oounabara ni Hirake! Dekkai Dekkai Chichi no Yume!, 1237
One Piece: Mamore! Saigo no Oobutai, 1238
Bishoujo Senshi Sailor Moon SuperS, 1239
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki, 1240
Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai, 1241
Night Head Genesis, 1243
Ankoku Shindenshou Takegami, 1244
Shihaisha no Tasogare, 1245
Yuugo: Koushounin, 1246
Project BLUE Chikyuu SOS, 1247
Zone of the Enders: 2167 Idolo, 1248
Zone of the Enders: Dolores, I, 1249
Erementar Gerad, 1250
Fushigi no Umi no Nadia, 1251
Fushigi no Umi no Nadia: Original Movie, 1252
Saint Seiya: Meiou Hades Meikai-hen, 1253
Saint Seiya, 1254
Saint Seiya: Shinku no Shounen Densetsu, 1255
Saint Seiya: Jashin Eris, 1256
Saint Seiya: Meiou Hades Juuni Kyuu-hen, 1257
Saint Seiya: Kamigami no Atsuki Tatakai, 1258
Saint Seiya: Tenkai-hen Josou - Overture, 1259
Soukihei MD Geist 2: Death Force, 1286
Odin: Koushi Hansen Starlight, 1287
Kidou Keisatsu Patlabor, 1288
Kidou Keisatsu Patlabor: New OVA, 1289
WXIII Kidou Keisatsu Patlabor, 1290
Afro Samurai, 1292
Urusei Yatsura, 1293
A-Ko The Versus, 1295
Project A-Ko 2: Daitokuji Zaibatsu no Inbou, 1296
Project A-Ko 3: Cinderella Rhapsody, 1297
Project A-Ko 4: Final, 1298
Flag, 1299
Omishi Mahou Gekijou: Risky★Safety, 1300
Ginga Tetsudou 999 (Movie), 1301
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki, 1302
The Animatrix, 1303
Chobits Recap, 1311
Chikyuu Bouei Kigyou Dai-Guard, 1312
Digimon Adventure 02, 1313
DT Eightron, 1314
Idaten Jump, 1316
Eyeshield 21: Maboroshi no Golden Bowl, 1317
Earthian, 1324
Hamelin no Violin Hiki, 1325
Aoki Densetsu Shoot!, 1327
Seikai no Monshou Special, 1381
Yuusha-Ou GaoGaiGar Final, 1382
Yuuwaku Countdown, 1383
Kyuuketsuhime Miyu, 1384
Kurohime: Shikkoku no Yakata, 1385
Blood Royale, 1386
Yakin Byoutou, 1387
Yakin Byoutou Ni, 1388
Yakin Byoutou San, 1389
Parade Parade, 1390
Future GPX Cyber Formula, 1391
Future GPX Cyber Formula 11, 1392
Future GPX Cyber Formula Zero, 1393
Future GPX Cyber Formula Saga, 1394
Future GPX Cyber Formula Sin, 1395
Future GPX Cyber Formula: Early Days Renewal, 1396
Macross 7, 1397
Macross Dynamite 7, 1398
Macross 7 Encore, 1399
Macross 7 Movie: Ginga ga Ore wo Yondeiru!, 1400
Bible Black: New Testament, 1401
Princess Memory, 1402
Tsumamigui, 1403
Flutter of Birds: Tori-tachi no Habataki, 1404
Tokio Kidou Police, 1405
Uchuu no Kishi Tekkaman Blade, 1459
Uchuu no Kishi Tekkaman Blade II, 1460
Memories, 1462
Hakaima Sadamitsu, 1465
Hakugei Densetsu, 1466
Baoh Raihousha, 1468
Monster Farm: Enbanseki no Himitsu, 1469
City Hunter, 1470
City Hunter 2, 1471
City Hunter 3, 1472
City Hunter '91, 1473
City Hunter: Ai to Shukumei no Magnum, 1474
City Hunter: Bay City Wars, 1475
City Hunter: Hyakuman Dollar no Inbou, 1476
City Hunter: The Secret Service, 1477
City Hunter: Goodbye My Sweetheart, 1478
City Hunter: Kinkyuu Namachuukei!? Kyouakuhan Saeba Ryou no Saigo, 1479
Sky Girls OVA, 1480
Urusei Yatsura: Haru da, Tobidase!, 1481
D.Gray-man, 1482
Master Keaton, 1483
Youma, 1484
Akachan to Boku, 1485
Kodomo no Omocha (TV), 1486
.hack//Unison, 1487
UFO Princess Valkyrie 3: Seiresetsu no Hanayome, 1514
Sentou Yousei Shoujo Tasukete! Mave-chan, 1515
Kirarin☆Revolution, 1516
Silent Möbius, 1517
Black Lagoon: The Second Barrage, 1519
Black Jack, 1520
Black Jack the Movie, 1521
Fuujin Monogatari, 1524
Pokemon Crystal: Raikou Ikazuchi no Densetsu, 1525
Pokemon Movie 08: Mew to Hadou no Yuusha Lucario, 1526
Pokemon: Senritsu no Mirage Pokemon, 1527
Bishoujo Yuugekitai Battle Skipper, 1528
De:vadasy, 1529
Kanon (2006), 1530
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!, 1531
Suki na Mono wa Suki Dakara Shou ga Nai!!, 1532
Ai Tenshi Densetsu Wedding Peach, 1533
Futari wa Precure: Splash☆Star, 1534
Death Note, 1535
Busou Renkin, 1536
Genshi Shounen Ryuu, 1537
Pumpkin Scissors, 1538
Touch: Cross Road - Kaze no Yukue, 1539
Touch: Miss Lonely Yesterday - Are kara, Kimi wa..., 1540
Souten no Ken, 1541
Jigoku Shoujo Futakomori, 1594
Inma Daitoshi: Beast City, 1595
Arcade Gamer Fubuki, 1596
Panyo Panyo Di Gi Charat, 1597
Casshern: Robot Hunter, 1598
Eat-Man '98, 1599
Galaxy Angel Rune, 1600
Red Garden, 1601
Soukou no Strain, 1602
Super Robot Taisen OG: Divine Wars, 1603
Katekyou Hitman Reborn!, 1604
Kekkaishi, 1606
Venus Versus Virus, 1607
Salaryman Kintarou, 1608
Mai-Otome Zwei, 1609
Galerians: Rion, 1611
Jikuu Ihoujin Kyoko: Chocola ni Omakase!, 1613
Captain Tsubasa: Road to 2002, 1614
Massugu ni Ikou., 1617
Soreyuke! Uchuu Senkan Yamamoto Youko (1999), 1618
Negima!? Haru Special!?, 1619
Maps, 1620
Haru no Ashioto The Movie: Ourin Dakkan, 1621
Kai Doh Maru, 1622
G-On Riders, 1623
Uchuu Senkan Yamato 2, 1651
Uchuu Senkan Yamato III, 1652
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita, 1654
Nerima Daikon Brothers, 1655
PostPet Momobin, 1656
Byston Well Monogatari: Garzey no Tsubasa, 1657
Karakuri no Kimi, 1658
Mai-Otome Specials, 1659
Kurogane Communication, 1660
Cutie Honey, 1661
Space Fantasia 2001 Nights, 1662
Haha wo Tazunete Sanzenri, 1663
Babel Nisei (2001), 1664
Babel Nisei (OVA), 1665
Babel Nisei, 1666
Barom One, 1667
Bakuten Shoot Beyblade G Revolution, 1668
Bakuten Shoot Beyblade 2002, 1669
Bakuten Shoot Beyblade the Movie: Gekitou!! Takao vs. Daichi, 1670
Soreyuke! Uchuu Senkan Yamamoto Youko II, 1671
Bomberman B-Daman Bakugaiden, 1672
Bomberman B-Daman Bakugaiden Victory, 1673
Captain Tsubasa J, 1674
Chou Robot Seimeitai Transformers Micron Densetsu, 1675
Cosmo Warrior Zero, 1676
B'T X Neo, 1736
Uchuu Senshi Baldios, 1737
Muteki Kanban Musume, 1738
Shibawanko no Wa no Kokoro, 1739
Naikaku Kenryoku Hanzai Kyousei Torishimarikan Zaizen Joutarou, 1740
Hit wo Nerae! Specials, 1741
Souryuuden, 1742
Super Milk-chan, 1743
Wagamama☆Fairy Mirumo de Pon!, 1744
Wild 7 Another Bouryaku Unga, 1745
Zoids Fuzors, 1746
Freedom, 1747
Piyoko ni Omakase pyo!, 1748
Amaenaide yo!!: Yasumanaide yo!!, 1749
Amaenaide yo!! Katsu!!: Damasarenaide yo!!, 1750
Jikuu Bouken Nuumamonjaa, 1751
Di Gi Charat: Hoshi no Tabi, 1752
Di Gi Charat: Kuchi Kara Bazooka, 1753
Di Gi Charat Summer Special 2000, 1754
Di Gi Charat Ohanami Special, 1755
Di Gi Charat Natsuyasumi Special, 1756
Di Gi Charat Christmas Special, 1757
Di Gi Charat Tsuyu Specials, 1758
Jigen Sengokushi: Kuro no Shishi - Jinnai-hen, 1759
Golgo 13, 1760
Genshiken OVA, 1813
Shakugan no Shana Movie, 1815
Sonic X, 1816
DearS: Kin no Tama desu no?, 1817
Claymore, 1818
Daimajuu Gekitou: Hagane no Oni, 1819
Power Dolls, 1820
Guren, 1821
The Hakkenden, 1822
Shin Hakkenden, 1823
Hadashi no Gen, 1824
Hadashi no Gen 2, 1825
Deltora Quest, 1826
Seirei no Moribito, 1827
Catblue: Dynamite, 1828
Ged Senki, 1829
Utawarerumono Specials, 1830
Iczer-Girl Iczelion, 1831
Project Zeorymer, 1832
Hyper-Psychic Geo Garaga, 1833
Dragon Knight 4, 1834
Ryuusei no Rockman, 1835
Shuffle! Memories, 1836
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida, 1837
Mitsu x Mitsu Drops, 1838
Koisuru Tenshi Angelique: Kagayaki no Ashita, 1864
Getsumen to Heiki Mina, 1865
Seirei Tsukai, 1866
Oira Uchuu no Tankoufu, 1867
Giniro no Olynsis: Tokito, 1868
Nana Recaps, 1869
Saru Getchu: On Air, 1872
Plawres Sanshirou, 1873
Love♥Love? Specials, 1874
Kaze no Shoujo Emily, 1878
Midnight Eye: Gokuu, 1879
Midnight Eye: Gokuu II, 1880
Sasami: Mahou Shoujo Club, 1881
Sasami: Mahou Shoujo Club 2, 1882
Kappa no Kaikata, 1883
Himesama Goyoujin, 1884
Master of Epic: The Animation Age, 1885
Fushigiboshi no☆Futagohime Gyu!, 1886
Lucky☆Star, 1887
Ichigo Mashimaro OVA, 1888
Higurashi no Naku Koro ni Kai, 1889
Clover, 1890
YAT Anshin! Uchuu Ryokou, 1891
YAT Anshin! Uchuu Ryokou 2, 1892
Azuki-chan, 1893
Ashita no Nadja, 1946
Kikou Sennyo Rouran, 1947
Mahou no Chocolate, 1949
Manie-Manie: Meikyuu Monogatari, 1951
Vampire Hunter, 1952
Code Geass: Hangyaku no Lelouch Picture Drama, 1953
Rayearth, 1954
Kimagure Robot, 1955
Ikkitousen: Dragon Destiny, 1956
Ai Tenshi Densetsu Wedding Peach DX, 1957
Wish, 1958
Wild 7, 1959
Sore Ike! Anpanman, 1960
Arashi no Yoru ni, 1961
Chikyuu Bouei Kazoku, 1962
Sakura Taisen: Ecole de Paris, 1964
Sola, 1965
Ankoku Shinwa, 1966
Kidou Senshi Z Gundam I: Hoshi wo Tsugu Mono, 1967
Kidou Senshi Z Gundam II: Koibito-tachi, 1968
Kidou Senshi Z Gundam III: Hoshi no Kodou wa Ai, 1969
Meitantei Holmes, 1972
X Densha de Ikou, 1973
Glass no Kamen (2005), 1974
Mutekiou Tri-Zenon, 1975
Hanada Shounen-shi, 2004
Yu☆Gi☆Oh! (Movie), 2006
Dousou Kai Again, 2007
Yawara! Sore Yuke Koshinuke Kids!!, 2008
Yawara!: Zutto Kimi no Koto ga..., 2009
Taiho Shichau zo in America, 2010
Taiho Shichau zo Special, 2011
Jigoku Sensei Nube, 2012
Taiho Shichau zo The Movie, 2013
Taiho Shichau zo: Second Season, 2014
Wind: A Breath of Heart, 2015
Ningyo no Mori, 2016
Ningyo no Kizu, 2017
Warau Hyouteki, 2018
DNA Sights 999.9, 2019
